cod_proposta,cod_cliente,data_entrada_proposta,taxa_juros_mensal,valor_proposta,valor_financiamento,valor_entrada,valor_prestacao,quantidade_parcelas,carencia,status_proposta,cod_colaborador,taxa_juros_mensal_decimal,data_entrada_date
1188,579,2012-11-12 02:51:28,0.0227,53122.85,83791.95,30669.10,2653.24,27,4,Validação documentos,98,,022700,2012-11-12
1189,822,2019-10-23 13:32:42,0.0212,38738.39,48276.26,9537.87,918.59,107,0,Em análise,71,,021200,2019-10-23
119,822,2010-01-01 10:18:49,0.0181,76158.68,120331.33,44172.65,1830.16,78,6,Aprovada,44,,018100,2010-01-01
1190,15,2014-07-23 11:54:56,0.0163,38683.04,69288.88,30605.84,1005.57,61,2,Validação documentos,86,,016300,2014-07-23
1191,927,2016-11-10 00:22:29,0.0208,23677.21,42446.92,18769.71,998.84,33,1,Enviada,79,,020800,2016-11-10
1192,258,2020-10-29 04:45:35,0.0098,79972.88,128911.67,48938.79,1360.47,88,0,Validação documentos,64,,009800,2020-10-29
1193,463,2018-11-27 17:24:07,0.0234,34810.62,49264.08,14453.46,882.26,111,0,Em análise,78,,023400,2018-11-27
1194,963,2011-03-12 23:33:39,0.0139,94802.43,129005.63,34203.20,1760.46,100,6,Enviada,54,,013900,2011-03-12
1195,757,2020-11-17 14:01:09,0.0195,68847.75,125784.77,56937.02,1513.19,113,0,Em análise,47,,019500,2020-11-17
1196,893,2012-05-25 05:00:08,0.0133,67637.05,92016.10,24379.05,2326.45,37,1,Em análise,82,,013300,2012-05-25
1197,282,2018-08-19 06:28:17,0.0086,32204.60,40053.55,7848.95,461.61,107,6,Em análise,12,,008600,2018-08-19
1198,288,2015-08-27 08:08:58,0.0200,53603.50,101218.96,47615.46,3575.47,18,0,Enviada,55,,020000,2015-08-27
1199,454,2015-07-03 00:57:37,0.0234,153068.18,186991.14,33922.96,156649.98,1,5,Aprovada,38,,023400,2015-07-03
12,527,2011-04-04 05:16:06,0.0176,5129.28,6535.72,1406.44,444.86,13,5,Validação documentos,24,,017600,2011-04-04
120,831,2018-06-01 05:30:49,0.0198,164172.77,216330.67,52157.90,3640.02,114,0,Validação documentos,90,,019800,2018-06-01
1200,496,2015-08-15 04:40:56,0.0189,10287.98,13308.56,3020.58,224.11,108,1,Aprovada,19,,018900,2015-08-15
1201,726,2011-01-24 19:42:38,0.0186,90739.47,108373.61,17634.14,2253.43,75,6,Em análise,16,,018600,2011-01-24
1202,727,2013-07-10 21:51:09,0.0196,78432.30,151023.86,72591.56,7398.32,12,2,Validação documentos,61,,019600,2013-07-10
1203,788,2015-08-24 19:26:44,0.0190,15672.89,31093.89,15421.00,643.64,33,3,Validação documentos,81,,019000,2015-08-24
1204,553,2018-01-02 17:13:49,0.0211,11807.62,15875.49,4067.87,296.32,88,3,Enviada,100,,021100,2018-01-02
1205,439,2011-06-09 04:17:45,0.0191,173133.52,236271.15,63137.63,4536.42,69,4,Enviada,49,,019100,2011-06-09
1206,608,2017-06-19 08:08:22,0.0121,84015.80,136953.90,52938.10,8203.42,11,2,Validação documentos,3,,012100,2017-06-19
1207,204,2016-11-11 01:06:43,0.0081,6289.36,7499.18,1209.82,153.48,50,6,Aprovada,70,,008100,2016-11-11
1208,477,2019-05-19 13:13:33,0.0180,161277.45,243435.50,82158.05,4070.67,70,3,Validação documentos,8,,018000,2019-05-19
1209,463,2011-04-05 23:47:32,0.0111,62508.06,88360.64,25852.58,1524.62,55,4,Enviada,61,,011100,2011-04-05
121,87,2017-12-11 04:01:00,0.0174,29024.33,53930.86,24906.53,979.79,42,2,Validação documentos,25,,017400,2017-12-11
1210,723,2012-06-12 01:33:29,0.0157,42535.02,72631.63,30096.61,796.52,117,1,Validação documentos,98,,015700,2012-06-12
1211,802,2018-09-13 23:33:09,0.0238,14199.55,24425.14,10225.59,393.86,83,3,Aprovada,97,,023800,2018-09-13
1212,750,2011-03-14 20:48:05,0.0132,37688.30,47988.14,10299.84,1196.21,41,1,Aprovada,78,,013200,2011-03-14
1213,637,2010-08-03 01:03:08,0.0178,139806.77,231570.63,91763.86,8737.22,19,1,Aprovada,93,,017800,2010-08-03
1214,371,2019-08-14 01:41:27,0.0115,88692.00,149447.05,60755.05,2342.33,50,5,Enviada,27,,011500,2019-08-14
1215,682,2011-02-28 05:54:04,0.0103,35544.45,46434.71,10890.26,2569.55,15,5,Aprovada,65,,010300,2011-02-28
1216,239,2019-08-14 14:15:14,0.0187,77700.32,137032.72,59332.40,2028.46,68,2,Validação documentos,40,,018700,2019-08-14
1217,844,2021-04-28 21:00:18,0.0108,190603.27,224866.82,34263.55,6014.52,39,2,Enviada,56,,010800,2021-04-28
1218,948,2018-02-11 17:39:17,0.0236,100896.21,142068.35,41172.14,2569.64,112,5,Em análise,12,,023600,2018-02-11
1219,999,2015-06-07 07:19:10,0.0247,58949.57,83283.82,24334.25,2025.59,52,4,Enviada,73,,024700,2015-06-07
122,277,2017-01-23 13:46:43,0.0191,171734.75,213147.52,41412.77,26443.35,7,6,Enviada,76,,019100,2017-01-23
1220,917,2020-08-03 01:49:36,0.0140,91234.45,180077.48,88843.03,1733.65,96,5,Validação documentos,49,,014000,2020-08-03
1221,833,2015-11-16 03:13:32,0.0120,148787.58,212724.26,63936.68,3492.96,60,4,Enviada,65,,012000,2015-11-16
1222,876,2018-07-18 09:59:32,0.0095,56134.72,77171.78,21037.06,2159.26,30,6,Enviada,12,,009500,2018-07-18
1223,279,2016-07-13 07:46:49,0.0146,43924.50,59711.93,15787.43,9173.40,5,5,Validação documentos,48,,014600,2016-07-13
1224,304,2015-10-28 18:05:21,0.0231,113166.51,203313.53,90147.02,2903.33,101,2,Enviada,64,,023100,2015-10-28
1225,589,2010-02-12 20:15:46,0.0169,79199.41,157968.47,78769.06,1634.22,102,4,Validação documentos,55,,016900,2010-02-12
1226,706,2011-04-24 03:09:54,0.0196,127090.66,240764.57,113673.91,5383.98,32,4,Enviada,93,,019600,2011-04-24
1227,58,2016-04-05 14:42:14,0.0141,100950.48,188223.70,87273.22,2478.37,61,0,Enviada,23,,014100,2016-04-05
1228,178,2020-07-13 08:18:58,0.0175,121580.95,150264.55,28683.60,3423.47,56,6,Aprovada,36,,017500,2020-07-13
1229,40,2010-05-31 22:21:07,0.0092,130016.76,238018.03,108001.27,4708.93,32,4,Enviada,83,,009200,2010-05-31
123,140,2020-10-08 21:02:16,0.0220,93266.08,142590.32,49324.24,4890.03,25,4,Aprovada,79,,022000,2020-10-08
1230,4,2011-11-25 18:35:38,0.0100,118180.54,223198.55,105018.01,2428.77,67,4,Aprovada,75,,010000,2011-11-25
1231,674,2016-02-07 20:39:14,0.0242,38157.03,65989.60,27832.57,6908.88,6,4,Validação documentos,97,,024200,2016-02-07
1232,235,2013-01-22 08:20:15,0.0188,105870.62,183510.02,77639.40,18824.17,6,2,Em análise,12,,018800,2013-01-22
1233,194,2018-04-09 04:18:29,0.0220,200859.74,241023.80,40164.06,7171.81,44,2,Em análise,9,,022000,2018-04-09
1234,120,2017-02-17 03:04:39,0.0204,144173.91,188592.72,44418.81,4118.75,62,6,Em análise,58,,020400,2017-02-17
1235,359,2021-01-08 21:11:43,0.0116,187941.97,225117.54,37175.57,190122.09,1,6,Enviada,22,,011600,2021-01-08
1236,920,2021-02-17 23:51:34,0.0137,23959.92,42326.16,18366.24,443.58,99,1,Em análise,2,,013700,2021-02-17
1237,676,2022-08-21 21:19:10,0.0111,60455.78,115572.93,55117.15,1110.35,84,3,Validação documentos,76,,011100,2022-08-21
1238,626,2021-08-17 14:36:04,0.0122,111520.32,192191.31,80670.99,2011.95,93,2,Enviada,26,,012200,2021-08-17
1239,27,2022-05-06 23:32:01,0.0171,21903.30,42712.26,20808.96,453.67,103,6,Aprovada,42,,017100,2022-05-06
124,491,2022-05-06 10:30:29,0.0212,40044.79,75589.36,35544.57,4119.68,11,6,Em análise,43,,021200,2022-05-06
1240,473,2022-12-13 23:09:30,0.0135,133818.69,161455.28,27636.59,7360.85,21,0,Enviada,71,,013500,2022-12-13
1241,551,2018-12-12 22:42:39,0.0168,48477.52,59741.43,11263.91,1024.96,95,3,Validação documentos,79,,016800,2018-12-12
1242,309,2016-07-21 23:37:00,0.0116,6546.07,10427.00,3880.93,121.53,85,1,Enviada,72,,011600,2016-07-21
1243,565,2021-08-27 03:09:36,0.0183,110475.29,190705.43,80230.14,2513.04,90,2,Aprovada,82,,018300,2021-08-27
1244,92,2018-03-25 13:56:25,0.0244,59378.08,78516.30,19138.22,1550.55,113,4,Em análise,86,,024400,2018-03-25
1245,716,2022-01-12 07:49:01,0.0153,163396.47,218434.06,55037.59,7218.41,28,0,Enviada,53,,015300,2022-01-12
1246,736,2020-03-15 21:31:47,0.0116,188058.53,241025.27,52966.74,4419.38,59,4,Enviada,43,,011600,2020-03-15
1247,619,2012-12-13 12:13:36,0.0219,104992.85,144608.16,39615.31,2556.60,106,5,Em análise,44,,021900,2012-12-13
1248,935,2015-05-13 21:11:25,0.0245,106501.49,154995.51,48494.02,3061.68,79,3,Em análise,31,,024500,2015-05-13
1249,935,2017-04-25 13:10:28,0.0211,72674.86,129818.38,57143.52,1938.29,75,2,Em análise,42,,021100,2017-04-25
125,162,2016-11-01 19:16:02,0.0209,172127.84,231919.58,59791.74,12134.55,17,0,Enviada,70,,020900,2016-11-01
1250,559,2020-09-10 09:32:33,0.0144,9183.70,18148.50,8964.80,204.13,73,6,Enviada,72,,014400,2020-09-10
1251,533,2017-04-23 00:37:41,0.0195,26362.31,33955.36,7593.05,1673.69,19,4,Enviada,16,,019500,2017-04-23
1252,785,2016-04-09 14:41:37,0.0152,108038.21,176965.54,68927.33,3059.81,51,1,Validação documentos,2,,015200,2016-04-09
1253,899,2014-02-04 03:34:28,0.0103,153132.16,187128.35,33996.19,3995.57,49,2,Aprovada,99,,010300,2014-02-04
1254,607,2014-02-11 11:29:35,0.0215,21075.99,39323.96,18247.97,1009.70,28,2,Enviada,40,,021500,2014-02-11
1255,636,2016-04-30 22:20:22,0.0219,118803.36,202872.82,84069.46,3354.10,69,4,Aprovada,43,,021900,2016-04-30
1256,31,2020-03-13 01:54:16,0.0205,86785.20,159337.72,72552.52,2548.91,59,1,Enviada,80,,020500,2020-03-13
1257,55,2020-10-09 04:39:45,0.0227,159066.08,244202.87,85136.79,5753.87,44,4,Aprovada,71,,022700,2020-10-09
1258,139,2014-02-22 12:31:44,0.0247,64667.96,79608.76,14940.80,4305.58,19,2,Em análise,24,,024700,2014-02-22
1259,174,2022-12-05 14:25:10,0.0237,17247.54,34326.14,17078.60,1137.97,19,6,Em análise,33,,023700,2022-12-05
126,881,2015-05-19 15:45:09,0.0207,64165.87,102698.22,38532.35,1596.85,87,3,Aprovada,100,,020700,2015-05-19
1260,662,2012-12-10 19:58:43,0.0092,46674.15,90265.84,43591.69,1646.36,33,4,Enviada,40,,009200,2012-12-10
1261,812,2022-02-01 17:07:15,0.0217,20329.83,34774.07,14444.24,570.96,69,5,Em análise,92,,021700,2022-02-01
1262,974,2017-08-08 21:22:10,0.0210,180490.94,245410.40,64919.46,4748.84,77,0,Em análise,79,,021000,2017-08-08
1263,680,2021-10-08 21:00:11,0.0183,120055.61,237277.28,117221.67,3254.19,62,1,Em análise,40,,018300,2021-10-08
1264,187,2016-02-03 03:32:06,0.0244,131337.58,221227.00,89889.42,7294.87,24,4,Enviada,63,,024400,2016-02-03
1265,16,2022-01-29 05:42:08,0.0222,74746.45,114570.17,39823.72,2024.58,78,1,Aprovada,21,,022200,2022-01-29
1266,422,2019-03-15 12:38:45,0.0123,83621.21,157453.14,73831.93,1436.29,103,0,Enviada,98,,012300,2019-03-15
1267,682,2014-12-31 06:07:12,0.0197,92780.48,134662.28,41881.80,2563.22,64,1,Aprovada,90,,019700,2014-12-31
1268,182,2018-09-15 21:03:51,0.0090,124531.38,232512.49,107981.11,3103.91,50,2,Enviada,78,,009000,2018-09-15
1269,406,2016-12-02 05:25:31,0.0126,17118.33,25249.57,8131.24,776.22,26,2,Enviada,35,,012600,2016-12-02
127,543,2010-03-30 19:16:31,0.0237,105249.32,190305.51,85056.19,107743.73,1,1,Aprovada,32,,023700,2010-03-30
1270,501,2010-05-09 20:31:40,0.0089,113531.16,143216.91,29685.75,3317.09,41,5,Validação documentos,77,,008900,2010-05-09
1271,508,2013-05-09 02:54:09,0.0198,131285.64,237550.40,106264.76,23422.06,6,1,Em análise,96,,019800,2013-05-09
1272,673,2012-10-13 07:02:05,0.0204,53294.79,69167.42,15872.63,1370.96,78,6,Enviada,2,,020400,2012-10-13
1273,879,2017-10-18 23:41:49,0.0162,46211.83,73390.74,27178.91,905.77,109,4,Aprovada,33,,016200,2017-10-18
1274,604,2018-07-14 01:10:45,0.0156,49501.00,62283.27,12782.27,4932.16,11,2,Aprovada,64,,015600,2018-07-14
1275,59,2018-04-11 15:20:22,0.0148,106179.29,193369.16,87189.87,3747.46,37,5,Em análise,43,,014800,2018-04-11
1276,994,2015-05-07 06:06:48,0.0094,72251.23,106995.24,34744.01,1712.32,54,6,Em análise,69,,009400,2015-05-07
1277,235,2022-08-21 04:20:52,0.0185,43792.49,64373.18,20580.69,937.25,109,5,Em análise,42,,018500,2022-08-21
1278,525,2021-11-10 10:42:39,0.0172,132846.65,201870.30,69023.65,2623.96,120,5,Em análise,30,,017200,2021-11-10
1279,408,2011-12-16 19:08:15,0.0218,68276.90,81102.92,12826.02,2255.81,50,0,Em análise,15,,021800,2011-12-16
128,138,2010-01-15 15:35:07,0.0186,42027.97,57869.25,15841.28,957.42,92,6,Em análise,71,,018600,2010-01-15
1280,341,2015-09-11 09:48:08,0.0098,41313.92,57927.35,16613.43,600.52,115,0,Aprovada,71,,009800,2015-09-11
1281,30,2014-07-12 15:44:07,0.0181,138998.52,234244.23,95245.71,8015.43,21,6,Aprovada,43,,018100,2014-07-12
1282,136,2019-07-05 03:25:35,0.0242,37365.01,46000.41,8635.40,1065.33,79,5,Em análise,49,,024200,2019-07-05
1283,7,2019-04-28 21:12:55,0.0135,115084.66,190093.65,75008.99,2907.46,57,2,Enviada,51,,013500,2019-04-28
1284,633,2018-03-13 06:32:52,0.0138,102372.91,172118.26,69745.35,1774.71,116,3,Aprovada,78,,013800,2018-03-13
1285,568,2021-07-04 23:21:37,0.0135,143657.70,243497.22,99839.52,4086.03,48,1,Em análise,63,,013500,2021-07-04
1286,799,2011-05-14 04:54:51,0.0185,190959.72,231287.71,40327.99,17891.14,12,5,Em análise,17,,018500,2011-05-14
1287,266,2011-07-21 23:43:05,0.0091,113835.18,227480.65,113645.47,1717.70,102,5,Em análise,97,,009100,2011-07-21
1288,471,2021-03-25 18:41:06,0.0137,71697.99,118154.95,46456.96,1673.19,65,0,Validação documentos,34,,013700,2021-03-25
1289,727,2015-08-19 08:01:47,0.0097,112400.39,143072.18,30671.79,2116.28,75,4,Aprovada,89,,009700,2015-08-19
129,11,2018-12-28 00:39:46,0.0148,112189.30,224260.72,112071.42,2103.65,106,5,Em análise,95,,014800,2018-12-28
1290,701,2020-02-25 06:37:03,0.0092,42093.66,65760.97,23667.31,670.94,94,6,Aprovada,17,,009200,2020-02-25
1291,928,2013-12-30 18:42:28,0.0240,101775.63,147301.56,45525.93,9206.44,13,4,Enviada,5,,024000,2013-12-30
1292,765,2011-08-17 06:18:12,0.0248,84574.48,104042.73,19468.25,29601.21,3,0,Enviada,83,,024800,2011-08-17
1293,330,2015-04-24 06:07:03,0.0165,104671.53,208308.58,103637.05,2097.11,106,5,Validação documentos,25,,016500,2015-04-24
1294,965,2020-01-03 06:53:28,0.0142,59734.19,87687.59,27953.40,5449.18,12,6,Enviada,55,,014200,2020-01-03
1295,927,2022-01-28 10:40:18,0.0123,157633.95,199276.92,41642.97,2600.14,112,3,Validação documentos,50,,012300,2022-01-28
1296,76,2019-10-18 16:45:06,0.0113,128762.56,212397.11,83634.55,8367.64,17,6,Aprovada,24,,011300,2019-10-18
1297,736,2019-01-14 20:56:39,0.0182,78684.07,96060.85,17376.78,1621.64,119,4,Validação documentos,62,,018200,2019-01-14
1298,427,2014-09-22 17:06:45,0.0223,80972.79,138074.27,57101.48,1976.58,111,1,Validação documentos,65,,022300,2014-09-22
1299,229,2013-02-15 11:53:06,0.0117,123947.87,184731.32,60783.45,4059.17,38,1,Enviada,61,,011700,2013-02-15
13,112,2021-08-21 03:04:37,0.0217,944.01,1652.35,708.34,22.34,116,6,Aprovada,7,,021700,2021-08-21
130,959,2013-03-29 11:26:37,0.0181,31596.57,59950.75,28354.18,754.89,79,0,Em análise,28,,018100,2013-03-29
1300,759,2012-04-30 16:41:59,0.0168,10527.89,15865.16,5337.27,246.30,76,1,Aprovada,83,,016800,2012-04-30
1301,5,2014-05-22 09:44:17,0.0196,152921.38,208821.59,55900.21,10664.14,17,1,Aprovada,85,,019600,2014-05-22
1302,867,2015-03-01 19:34:29,0.0249,34420.33,65887.59,31467.26,1081.06,64,6,Em análise,46,,024900,2015-03-01
1303,308,2020-06-25 23:58:31,0.0248,180256.61,240219.34,59962.73,12012.31,19,5,Enviada,77,,024800,2020-06-25
1304,651,2011-05-03 09:27:49,0.0082,164457.47,217589.45,53131.98,5424.38,35,1,Aprovada,66,,008200,2011-05-03
1305,969,2021-04-17 22:53:35,0.0154,57348.29,109760.41,52412.12,3672.29,18,6,Em análise,10,,015400,2021-04-17
1306,757,2013-05-20 18:22:36,0.0225,134448.05,211844.48,77396.43,4368.34,53,1,Enviada,73,,022500,2013-05-20
1307,456,2010-04-17 20:23:09,0.0220,40720.83,55404.42,14683.59,981.65,112,4,Aprovada,32,,022000,2010-04-17
1308,390,2021-03-15 17:13:43,0.0097,38900.42,57310.90,18410.48,1070.92,45,4,Aprovada,15,,009700,2021-03-15
1309,428,2012-02-24 03:46:10,0.0102,51894.05,79197.45,27303.40,1133.49,62,5,Enviada,67,,010200,2012-02-24
131,694,2021-01-17 09:28:43,0.0222,101045.70,183975.03,82929.33,7572.35,16,4,Validação documentos,37,,022200,2021-01-17
1310,380,2022-08-12 06:14:09,0.0172,47722.81,80115.51,32392.70,1014.93,97,6,Enviada,66,,017200,2022-08-12
1311,243,2022-04-03 08:59:36,0.0098,140577.88,201068.12,60490.24,4764.10,35,0,Validação documentos,20,,009800,2022-04-03
1312,813,2021-10-05 07:36:19,0.0174,13271.07,22344.63,9073.56,292.93,90,4,Aprovada,98,,017400,2021-10-05
1313,316,2020-03-11 20:14:18,0.0131,116559.93,165625.46,49065.53,1998.15,111,2,Aprovada,85,,013100,2020-03-11
1314,93,2010-01-26 07:02:23,0.0183,27087.45,37943.10,10855.65,603.46,95,1,Enviada,41,,018300,2010-01-26
1315,349,2013-07-11 01:46:06,0.0225,14077.40,18349.97,4272.57,343.31,115,1,Em análise,9,,022500,2013-07-11
1316,691,2021-06-29 02:13:08,0.0159,32267.98,44016.38,11748.40,660.68,95,4,Aprovada,37,,015900,2021-06-29
1317,752,2012-03-01 02:57:23,0.0119,51392.65,102016.69,50624.04,52004.22,1,3,Enviada,62,,011900,2012-03-01
1318,811,2019-03-01 10:32:37,0.0217,159992.40,204814.51,44822.11,10365.29,19,3,Em análise,27,,021700,2019-03-01
1319,960,2015-06-04 14:54:22,0.0193,31979.26,38086.40,6107.14,5695.64,6,4,Em análise,12,,019300,2015-06-04
132,38,2015-02-23 03:32:57,0.0108,40526.31,53534.35,13008.04,1796.12,26,6,Enviada,78,,010800,2015-02-23
1320,5,2012-12-19 17:27:53,0.0159,59852.05,79229.78,19377.73,2592.21,29,5,Validação documentos,53,,015900,2012-12-19
1321,208,2021-04-19 23:12:43,0.0144,33511.77,48519.58,15007.81,846.89,59,2,Aprovada,49,,014400,2021-04-19
1322,128,2013-12-09 03:13:48,0.0180,134672.44,193374.09,58701.65,2796.61,113,3,Enviada,37,,018000,2013-12-09
1323,250,2022-06-27 21:44:35,0.0208,35073.08,61732.16,26659.08,886.86,84,5,Aprovada,13,,020800,2022-06-27
1324,545,2022-01-14 04:55:43,0.0150,98895.85,188489.14,89593.29,3575.32,36,5,Validação documentos,68,,015000,2022-01-14
1325,769,2015-12-14 14:03:55,0.0206,25004.75,46782.48,21777.73,1289.79,25,0,Em análise,65,,020600,2015-12-14
1326,904,2016-01-01 03:17:54,0.0231,25485.40,37107.30,11621.90,771.80,63,2,Em análise,19,,023100,2016-01-01
1327,493,2014-10-23 18:49:28,0.0105,119643.05,148560.12,28917.07,2445.98,69,4,Enviada,24,,010500,2014-10-23
1328,483,2019-05-26 07:29:16,0.0156,25382.65,47916.56,22533.91,1125.82,28,2,Aprovada,19,,015600,2019-05-26
1329,408,2012-12-24 15:49:55,0.0114,66375.29,93476.75,27101.46,1723.47,51,0,Aprovada,34,,011400,2012-12-24
133,89,2013-02-06 06:47:15,0.0086,17764.23,35204.53,17440.30,575.87,36,5,Enviada,61,,008600,2013-02-06
1330,287,2020-01-15 02:41:31,0.0216,112921.21,150691.15,37769.94,3757.91,49,0,Enviada,87,,021600,2020-01-15
1331,185,2011-08-15 14:10:06,0.0190,109200.42,137396.11,28195.69,2332.73,117,5,Aprovada,71,,019000,2011-08-15
1332,736,2012-05-10 11:32:25,0.0245,45176.08,89767.63,44591.55,1379.31,67,6,Em análise,31,,024500,2012-05-10
1333,870,2017-11-03 09:46:58,0.0166,36158.12,68839.18,32681.06,769.40,92,6,Validação documentos,81,,016600,2017-11-03
1334,672,2014-06-14 12:16:36,0.0117,158040.06,198474.63,40434.57,9325.03,19,3,Aprovada,98,,011700,2014-06-14
1335,198,2019-02-14 13:34:26,0.0158,165204.91,217250.63,52045.72,3125.42,115,5,Em análise,30,,015800,2019-02-14
1336,185,2013-01-08 19:54:38,0.0154,26426.44,41567.94,15141.50,1281.59,25,6,Validação documentos,29,,015400,2013-01-08
1337,647,2014-07-06 00:41:42,0.0240,80642.27,161191.34,80549.07,2162.66,95,0,Enviada,23,,024000,2014-07-06
1338,89,2016-05-26 10:10:01,0.0168,1544.23,2686.85,1142.62,42.31,57,2,Aprovada,13,,016800,2016-05-26
1339,429,2015-11-10 13:13:00,0.0194,36926.13,44548.77,7622.64,996.83,66,0,Enviada,15,,019400,2015-11-10
134,909,2016-09-30 23:37:19,0.0124,147535.76,209417.93,61882.17,12358.26,13,3,Aprovada,85,,012400,2016-09-30
1340,31,2016-08-20 11:56:32,0.0099,51153.55,82613.69,31460.14,777.32,107,6,Em análise,80,,009900,2016-08-20
1341,343,2016-07-13 19:47:51,0.0134,132696.23,191665.21,58968.98,2477.77,95,5,Em análise,49,,013400,2016-07-13
1342,129,2022-01-28 19:41:42,0.0106,178222.69,238769.73,60547.04,3584.81,71,1,Enviada,62,,010600,2022-01-28
1343,233,2019-09-08 02:01:21,0.0206,25643.19,44769.69,19126.50,623.83,92,4,Em análise,33,,020600,2019-09-08
1344,389,2010-08-05 03:28:40,0.0124,130286.24,212578.03,82291.79,7395.54,20,5,Em análise,61,,012400,2010-08-05
1345,872,2017-07-19 21:17:48,0.0174,110632.42,181574.05,70941.63,3862.13,40,4,Aprovada,88,,017400,2017-07-19
1346,564,2019-10-16 18:06:37,0.0185,1338.95,2252.54,913.59,35.03,67,6,Aprovada,23,,018500,2019-10-16
1347,116,2017-12-22 11:22:34,0.0246,168528.93,225773.97,57245.04,5672.93,54,1,Aprovada,45,,024600,2017-12-22
1348,166,2011-06-30 02:33:11,0.0085,187368.86,247972.70,60603.84,7795.66,27,3,Aprovada,11,,008500,2011-06-30
1349,579,2016-11-03 15:38:21,0.0171,48549.13,87596.50,39047.37,4196.72,13,4,Validação documentos,29,,017100,2016-11-03
135,198,2010-05-16 17:50:14,0.0132,115471.13,215832.01,100360.88,2329.52,81,0,Enviada,75,,013200,2010-05-16
1350,138,2021-06-16 21:54:08,0.0113,97368.23,185316.96,87948.73,6686.44,16,4,Enviada,85,,011300,2021-06-16
1351,71,2021-02-12 09:06:07,0.0154,80735.34,154852.70,74117.36,2071.29,60,5,Validação documentos,42,,015400,2021-02-12
1352,736,2013-06-06 03:36:08,0.0127,52260.98,85080.10,32819.12,2737.75,22,0,Em análise,46,,012700,2013-06-06
1353,444,2011-08-15 03:54:27,0.0164,64833.77,129438.91,64605.14,2753.51,30,1,Em análise,80,,016400,2011-08-15
1354,712,2016-11-30 20:34:04,0.0171,89012.96,158863.72,69850.76,2088.01,77,3,Enviada,49,,017100,2016-11-30
1355,790,2019-04-28 22:47:14,0.0237,156092.67,198307.89,42215.22,19462.99,9,6,Enviada,63,,023700,2019-04-28
1356,606,2013-05-19 18:03:06,0.0203,122510.45,202342.29,79831.84,5779.12,28,4,Aprovada,99,,020300,2013-05-19
1357,173,2011-07-19 13:36:58,0.0097,46434.67,80919.20,34484.53,1901.75,28,3,Em análise,10,,009700,2011-07-19
1358,48,2011-09-12 03:14:34,0.0205,108686.35,170052.23,61365.88,5599.69,25,6,Validação documentos,89,,020500,2011-09-12
